"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
3.030978020E-1	2.793799973E1	3.326939774E1	3.811280060E1	5.779247549E1
3.130987790E-1	2.582740021E1	3.257399750E1	3.795420074E1	5.629068545E1
3.230978020E-1	2.571759987E1	3.253739929E1	3.739299774E1	5.584186222E1
3.330980460E-1	2.593719864E1	3.254959869E1	3.885699844E1	5.693927446E1
3.430863270E-1	2.551019859E1	3.281800079E1	3.781999969E1	5.619736458E1
3.530982900E-1	2.533939934E1	3.206159973E1	3.816159821E1	5.591367376E1
3.630980460E-1	2.625440025E1	3.256179810E1	3.850320053E1	5.685121528E1
3.730985340E-1	2.610799980E1	3.312300110E1	3.801519775E1	5.677953959E1
3.830960930E-1	2.541259956E1	3.223239899E1	3.674639893E1	5.509106638E1
3.930978020E-1	2.576639938E1	3.256179810E1	3.642919922E1	5.523825294E1
4.030975580E-1	2.665699959E1	3.342799759E1	3.700259781E1	5.654395542E1
4.130851070E-1	2.608359909E1	3.232999802E1	3.645359802E1	5.526705820E1
