"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
2.374442795E0	2.199659920E1	-6.370839691E1	-4.718959808E1	8.227677911E1
2.384455734E0	2.403400040E1	-6.351319885E1	-4.488380051E1	8.140095301E1
2.394455490E0	2.453419876E1	-6.323259735E1	-4.470079803E1	8.123084157E1
2.404455246E0	2.391199875E1	-6.362299728E1	-4.466419983E1	8.132994660E1
2.414455978E0	2.233819962E1	-6.422080231E1	-5.044699860E1	8.466526016E1
2.424455490E0	2.225279999E1	-6.441600037E1	-4.686019897E1	8.270723341E1
2.434455246E0	2.458300018E1	-6.326919937E1	-4.511560059E1	8.150296254E1
2.444455490E0	2.491239929E1	-6.325699997E1	-4.515219879E1	8.161370436E1
2.454455490E0	2.460739899E1	-6.351319885E1	-4.451779938E1	8.137127856E1
2.464455246E0	2.433899879E1	-6.363520050E1	-4.412739944E1	8.117298188E1
2.474459884E0	2.507099915E1	-6.320819855E1	-4.382239914E1	8.089644014E1
2.484442062E0	2.491239929E1	-6.333020020E1	-4.470079803E1	8.142176147E1
2.494455246E0	2.397299957E1	-6.333020020E1	-4.568899918E1	8.168784249E1
2.504455490E0	2.042280006E1	-6.457460022E1	-5.625419998E1	8.804263042E1
2.514455246E0	2.594939995E1	-6.289099884E1	-4.474959946E1	8.143203144E1
2.524455490E0	2.719379997E1	-6.256159973E1	-4.472520065E1	8.157082868E1
2.534455246E0	2.709619904E1	-6.274459839E1	-4.384679794E1	8.120117191E1
2.544455246E0	2.718159866E1	-6.263479996E1	-4.439579773E1	8.144288998E1
2.554455490E0	2.593719864E1	-6.314719772E1	-4.481060028E1	8.165963967E1
2.564455246E0	2.399740028E1	-6.364739990E1	-4.442020035E1	8.124051288E1
2.574456711E0	2.454640007E1	-6.309840012E1	-4.549379730E1	8.156972138E1
2.584455490E0	2.476599884E1	-6.337899780E1	-4.581100082E1	8.202987174E1
2.594455490E0	2.427799988E1	-6.353759766E1	-4.460319901E1	8.133813961E1
2.604455002E0	2.526619911E1	-6.331799698E1	-4.407859802E1	8.118172431E1
2.614442550E0	2.509539986E1	-6.357419968E1	-4.405419922E1	8.131562228E1
2.624455734E0	2.443659973E1	-6.370839691E1	-4.494479752E1	8.170643835E1
2.634455490E0	2.269199944E1	-6.406220245E1	-4.509119797E1	8.156046074E1
2.644455734E0	2.404619980E1	-6.350099945E1	-4.444459915E1	8.115367552E1
2.654455734E0	2.371679878E1	-6.319599915E1	-4.535960007E1	8.132474513E1
2.664442550E0	2.416819954E1	-6.339119720E1	-4.455439758E1	8.116427845E1
2.674455490E0	2.421699905E1	-6.368399811E1	-4.479840088E1	8.154147030E1
2.684455246E0	2.525399971E1	-6.356200027E1	-4.401760101E1	8.133536487E1
2.694455734E0	2.437559891E1	-6.374499893E1	-4.431039810E1	8.136956489E1
2.704455978E0	2.381439972E1	-6.397679901E1	-4.418840027E1	8.131894714E1
2.714455490E0	2.333860016E1	-6.385479736E1	-4.498139954E1	8.151964001E1
2.724455490E0	2.385099983E1	-6.345219803E1	-4.570119858E1	8.175360040E1
2.734455490E0	2.501000023E1	-6.303739929E1	-4.473740005E1	8.124437694E1
2.744455978E0	2.507099915E1	-6.314719772E1	-4.427379990E1	8.109434589E1
2.754455490E0	2.475379944E1	-6.314719772E1	-4.401760101E1	8.085708606E1
2.764455734E0	2.387539864E1	-6.375719833E1	-4.443239975E1	8.129731328E1
2.774455490E0	2.410719872E1	-6.403779602E1	-4.431039810E1	8.151937027E1
2.784455246E0	2.461960030E1	-6.351319885E1	-4.429819870E1	8.125504018E1
2.794455490E0	2.466839981E1	-6.341559982E1	-4.571339798E1	8.197428258E1
